student_id,first_name,last_name,email,age,country,registration_date,subscription_type,total_courses_enrolled,is_active
STU00337,Student337,Last37,student337@learn.com,23,AU,2021-04-29,Enterprise,20,True
STU00338,Student338,Last38,student338@learn.com,37,IN,2021-05-03,Free,5,True
STU00339,Student339,Last39,student339@learn.com,28,NG,2023-09-03,Annual,17,True
STU00340,Student340,Last40,student340@learn.com,28,DE,2021-05-10,Annual,4,True
STU00341,Student341,Last41,student341@learn.com,39,AU,2021-10-06,Free,9,True
STU00342,Student342,Last42,student342@learn.com,49,NG,2022-06-08,Annual,2,False
STU00343,Student343,Last43,student343@learn.com,54,IN,2022-01-12,Monthly,9,True
STU00344,Student344,Last44,student344@learn.com,54,UK,2021-08-22,Free,2,True
STU00345,Student345,Last45,student345@learn.com,33,US,2022-04-29,Annual,13,True
STU00346,Student346,Last46,student346@learn.com,29,US,2022-07-21,Enterprise,8,True
STU00347,Student347,Last47,student347@learn.com,33,AU,2023-07-27,Annual,9,True
STU00348,Student348,Last48,student348@learn.com,54,DE,2021-05-03,Free,6,True
STU00349,Student349,Last49,student349@learn.com,51,US,2023-09-04,Enterprise,3,False
STU00350,Student350,Last50,student350@learn.com,36,CA,2021-12-02,Free,18,False
STU00351,Student351,Last51,student351@learn.com,18,DE,2021-07-25,Annual,19,True
STU00352,Student352,Last52,student352@learn.com,33,NG,2022-01-13,Enterprise,7,True
STU00353,Student353,Last53,student353@learn.com,27,US,2023-08-13,Enterprise,1,True
STU00354,Student354,Last54,student354@learn.com,52,DE,2022-10-14,Free,11,True
STU00355,Student355,Last55,student355@learn.com,42,CA,2021-04-17,Monthly,17,True
STU00356,Student356,Last56,student356@learn.com,44,NG,2023-09-12,Free,5,True
STU00357,Student357,Last57,student357@learn.com,23,US,2023-08-02,Monthly,17,False
STU00358,Student358,Last58,student358@learn.com,41,NG,2023-09-25,Free,19,True
STU00359,Student359,Last59,student359@learn.com,50,IN,2022-10-15,Enterprise,3,True
STU00360,Student360,Last60,student360@learn.com,45,IN,2021-08-31,Annual,9,True
STU00361,Student361,Last61,student361@learn.com,43,DE,2021-11-22,Enterprise,9,True
STU00362,Student362,Last62,student362@learn.com,22,BR,2021-05-20,Free,5,True
STU00363,Student363,Last63,student363@learn.com,28,NG,2022-04-23,Annual,14,True
STU00364,Student364,Last64,student364@learn.com,52,DE,2023-09-15,Monthly,15,True
STU00365,Student365,Last65,student365@learn.com,47,CA,2023-05-23,Free,3,True
STU00366,Student366,Last66,student366@learn.com,37,MX,2021-02-11,Monthly,11,True
STU00367,Student367,Last67,student367@learn.com,23,BR,2023-09-19,Annual,13,True
STU00368,Student368,Last68,student368@learn.com,37,CA,2023-04-20,Monthly,1,False
STU00369,Student369,Last69,student369@learn.com,46,PH,2023-02-06,Monthly,4,False
STU00370,Student370,Last70,student370@learn.com,24,IN,2021-05-05,Free,2,True
STU00371,Student371,Last71,student371@learn.com,26,BR,2023-04-24,Enterprise,12,True
STU00372,Student372,Last72,student372@learn.com,55,MX,2021-09-23,Free,1,True
STU00373,Student373,Last73,student373@learn.com,30,NG,2023-04-09,Monthly,3,True
STU00374,Student374,Last74,student374@learn.com,25,US,2023-08-23,Enterprise,2,True
STU00375,Student375,Last75,student375@learn.com,54,AU,2023-04-22,Enterprise,16,True
STU00376,Student376,Last76,student376@learn.com,42,AU,2021-06-26,Annual,7,True
STU00377,Student377,Last77,student377@learn.com,35,CA,2022-04-02,Monthly,2,True
STU00378,Student378,Last78,student378@learn.com,36,NG,2022-02-26,Enterprise,2,True
STU00379,Student379,Last79,student379@learn.com,35,AU,2021-05-21,Enterprise,7,True
STU00380,Student380,Last80,student380@learn.com,52,US,2022-01-27,Annual,16,False
STU00381,Student381,Last81,student381@learn.com,40,MX,2022-05-30,Annual,13,True
STU00382,Student382,Last82,student382@learn.com,29,US,2021-11-23,Monthly,1,True
STU00383,Student383,Last83,student383@learn.com,21,NG,2022-06-27,Annual,19,True
STU00384,Student384,Last84,student384@learn.com,28,UK,2021-09-11,Monthly,9,True
STU00385,Student385,Last85,student385@learn.com,32,MX,2023-05-17,Enterprise,12,True
STU00386,Student386,Last86,student386@learn.com,29,BR,2022-08-30,Annual,12,True
STU00387,Student387,Last87,student387@learn.com,40,MX,2022-08-01,Monthly,19,True
STU00388,Student388,Last88,student388@learn.com,49,PH,2021-11-13,Monthly,16,True
STU00389,Student389,Last89,student389@learn.com,23,US,2021-08-27,Monthly,1,False
STU00390,Student390,Last90,student390@learn.com,18,DE,2023-07-29,Monthly,5,True
STU00391,Student391,Last91,student391@learn.com,29,DE,2021-03-02,Free,5,True
STU00392,Student392,Last92,student392@learn.com,25,PH,2023-06-01,Annual,3,True
STU00393,Student393,Last93,student393@learn.com,43,MX,2021-04-14,Annual,10,True
STU00394,Student394,Last94,student394@learn.com,26,IN,2023-01-20,Enterprise,16,True
STU00395,Student395,Last95,student395@learn.com,29,PH,2022-12-12,Annual,8,True
STU00396,Student396,Last96,student396@learn.com,42,CA,2023-01-22,Annual,5,True
STU00397,Student397,Last97,student397@learn.com,18,MX,2022-02-05,Free,6,True
STU00398,Student398,Last98,student398@learn.com,32,MX,2021-04-17,Enterprise,5,True
STU00399,Student399,Last99,student399@learn.com,22,BR,2021-12-22,Annual,6,True
STU00400,Student400,Last0,student400@learn.com,39,NG,2021-01-12,Annual,7,True
STU00401,Student401,Last1,student401@learn.com,22,DE,2021-09-20,Free,1,True
STU00402,Student402,Last2,student402@learn.com,42,NG,2023-01-21,Enterprise,6,False
STU00403,Student403,Last3,student403@learn.com,49,AU,2021-12-26,Enterprise,4,False
STU00404,Student404,Last4,student404@learn.com,54,BR,2021-06-16,Enterprise,3,True
STU00405,Student405,Last5,student405@learn.com,36,US,2021-11-23,Annual,4,True
STU00406,Student406,Last6,student406@learn.com,39,IN,2023-06-29,Enterprise,6,True
STU00407,Student407,Last7,student407@learn.com,53,UK,2021-12-13,Enterprise,1,False
STU00408,Student408,Last8,student408@learn.com,28,MX,2023-07-01,Enterprise,6,True
STU00409,Student409,Last9,student409@learn.com,24,DE,2021-07-30,Monthly,14,True
STU00410,Student410,Last10,student410@learn.com,36,CA,2021-09-01,Free,2,False
STU00411,Student411,Last11,student411@learn.com,54,PH,2023-05-11,Enterprise,5,True
STU00412,Student412,Last12,student412@learn.com,41,US,2022-03-14,Free,10,False
STU00413,Student413,Last13,student413@learn.com,30,UK,2021-01-27,Monthly,6,True
STU00414,Student414,Last14,student414@learn.com,23,NG,2023-05-15,Free,10,False
STU00415,Student415,Last15,student415@learn.com,48,NG,2023-07-06,Annual,3,False
STU00416,Student416,Last16,student416@learn.com,29,DE,2023-06-26,Enterprise,12,True
STU00417,Student417,Last17,student417@learn.com,46,US,2021-09-27,Enterprise,15,True
STU00418,Student418,Last18,student418@learn.com,32,CA,2022-08-01,Free,5,True
STU00419,Student419,Last19,student419@learn.com,23,DE,2023-04-08,Enterprise,19,True
STU00420,Student420,Last20,student420@learn.com,53,US,2023-05-11,Enterprise,17,False
STU00421,Student421,Last21,student421@learn.com,52,NG,2022-08-10,Monthly,16,True
STU00422,Student422,Last22,student422@learn.com,23,AU,2023-07-14,Free,17,True
STU00423,Student423,Last23,student423@learn.com,25,NG,2021-06-27,Monthly,7,True
STU00424,Student424,Last24,student424@learn.com,26,US,2022-03-10,Free,14,True
STU00425,Student425,Last25,student425@learn.com,27,MX,2021-09-22,Annual,3,True
STU00426,Student426,Last26,student426@learn.com,42,PH,2022-02-11,Annual,9,False
STU00427,Student427,Last27,student427@learn.com,18,MX,2022-08-25,Enterprise,4,False
STU00428,Student428,Last28,student428@learn.com,27,IN,2022-08-04,Free,4,True
STU00429,Student429,Last29,student429@learn.com,36,PH,2023-06-21,Annual,14,True
STU00430,Student430,Last30,student430@learn.com,42,NG,2022-08-09,Enterprise,2,True
STU00431,Student431,Last31,student431@learn.com,35,AU,2021-05-28,Enterprise,2,False
STU00432,Student432,Last32,student432@learn.com,39,BR,2021-02-20,Enterprise,9,True
STU00433,Student433,Last33,student433@learn.com,19,DE,2023-04-18,Annual,10,True
STU00434,Student434,Last34,student434@learn.com,49,UK,2023-09-23,Monthly,5,True
STU00435,Student435,Last35,student435@learn.com,46,DE,2021-10-03,Enterprise,20,True
STU00436,Student436,Last36,student436@learn.com,30,NG,2021-08-05,Enterprise,16,True
STU00437,Student437,Last37,student437@learn.com,21,PH,2023-03-22,Monthly,3,True
STU00438,Student438,Last38,student438@learn.com,50,AU,2021-05-19,Free,6,True
STU00439,Student439,Last39,student439@learn.com,30,US,2021-09-13,Free,15,True
STU00440,Student440,Last40,student440@learn.com,41,BR,2021-10-08,Annual,15,False
STU00441,Student441,Last41,student441@learn.com,25,US,2021-09-05,Annual,16,False
STU00442,Student442,Last42,student442@learn.com,29,NG,2022-08-24,Annual,12,True
STU00443,Student443,Last43,student443@learn.com,34,UK,2021-10-19,Free,13,True
STU00444,Student444,Last44,student444@learn.com,28,MX,2023-03-10,Monthly,8,True
STU00445,Student445,Last45,student445@learn.com,31,CA,2022-10-30,Enterprise,17,True
STU00446,Student446,Last46,student446@learn.com,18,NG,2023-07-23,Monthly,6,True
STU00447,Student447,Last47,student447@learn.com,32,CA,2022-09-15,Annual,9,False
STU00448,Student448,Last48,student448@learn.com,42,DE,2022-04-16,Annual,7,False
STU00449,Student449,Last49,student449@learn.com,37,PH,2023-04-25,Enterprise,19,True
STU00450,Student450,Last50,student450@learn.com,18,PH,2022-11-10,Annual,18,True
STU00451,Student451,Last51,student451@learn.com,37,UK,2022-05-09,Free,11,True
STU00452,Student452,Last52,student452@learn.com,38,CA,2021-09-25,Annual,7,True
STU00453,Student453,Last53,student453@learn.com,51,BR,2023-07-11,Free,20,False
STU00454,Student454,Last54,student454@learn.com,38,IN,2023-01-09,Free,16,True
STU00455,Student455,Last55,student455@learn.com,34,AU,2022-02-19,Enterprise,2,True
STU00456,Student456,Last56,student456@learn.com,39,BR,2022-12-04,Enterprise,12,True
STU00457,Student457,Last57,student457@learn.com,28,PH,2021-07-05,Annual,4,False
STU00458,Student458,Last58,student458@learn.com,26,CA,2023-01-13,Monthly,11,True
STU00459,Student459,Last59,student459@learn.com,32,DE,2021-08-17,Annual,14,True
STU00460,Student460,Last60,student460@learn.com,41,CA,2022-08-23,Annual,15,True
STU00461,Student461,Last61,student461@learn.com,48,US,2023-06-07,Free,16,True
STU00462,Student462,Last62,student462@learn.com,50,UK,2023-06-08,Enterprise,17,True
STU00463,Student463,Last63,student463@learn.com,44,US,2023-06-11,Monthly,5,True
STU00464,Student464,Last64,student464@learn.com,39,AU,2022-08-07,Enterprise,5,True
STU00465,Student465,Last65,student465@learn.com,29,UK,2022-05-15,Annual,6,True
STU00466,Student466,Last66,student466@learn.com,21,US,2022-04-08,Annual,7,True
STU00467,Student467,Last67,student467@learn.com,54,IN,2022-05-17,Free,5,False
STU00468,Student468,Last68,student468@learn.com,45,AU,2022-03-16,Enterprise,13,True
STU00469,Student469,Last69,student469@learn.com,20,PH,2021-07-24,Annual,1,True
STU00470,Student470,Last70,student470@learn.com,51,BR,2021-01-19,Free,8,True
STU00471,Student471,Last71,student471@learn.com,40,CA,2021-05-13,Free,13,True
STU00472,Student472,Last72,student472@learn.com,28,UK,2023-04-24,Free,10,True
STU00473,Student473,Last73,student473@learn.com,47,PH,2022-09-03,Annual,14,True
STU00474,Student474,Last74,student474@learn.com,39,NG,2022-01-03,Monthly,6,False
STU00475,Student475,Last75,student475@learn.com,19,BR,2021-08-18,Monthly,7,True
STU00476,Student476,Last76,student476@learn.com,55,PH,2021-06-23,Free,12,True
STU00477,Student477,Last77,student477@learn.com,42,CA,2023-03-01,Free,20,True
STU00478,Student478,Last78,student478@learn.com,24,US,2021-02-19,Free,14,False
STU00479,Student479,Last79,student479@learn.com,42,UK,2022-07-15,Annual,16,True
STU00480,Student480,Last80,student480@learn.com,31,US,2021-11-05,Enterprise,4,True
STU00481,Student481,Last81,student481@learn.com,26,AU,2023-05-01,Free,17,True
STU00482,Student482,Last82,student482@learn.com,36,UK,2023-03-15,Free,16,True
STU00483,Student483,Last83,student483@learn.com,30,CA,2023-05-02,Monthly,12,False
STU00484,Student484,Last84,student484@learn.com,36,IN,2021-02-10,Enterprise,7,False
STU00485,Student485,Last85,student485@learn.com,39,BR,2021-01-03,Free,3,True
STU00486,Student486,Last86,student486@learn.com,54,NG,2021-06-02,Free,17,True
STU00487,Student487,Last87,student487@learn.com,24,CA,2022-10-22,Monthly,15,True
STU00488,Student488,Last88,student488@learn.com,34,NG,2021-02-21,Free,6,True
STU00489,Student489,Last89,student489@learn.com,36,DE,2023-04-01,Annual,14,True
STU00490,Student490,Last90,student490@learn.com,24,US,2021-01-10,Monthly,6,True
STU00491,Student491,Last91,student491@learn.com,40,NG,2023-09-06,Annual,3,True
STU00492,Student492,Last92,student492@learn.com,39,IN,2021-04-27,Enterprise,13,False
STU00493,Student493,Last93,student493@learn.com,35,AU,2022-12-08,Enterprise,14,True
STU00494,Student494,Last94,student494@learn.com,25,IN,2022-12-14,Free,6,True
STU00495,Student495,Last95,student495@learn.com,44,MX,2022-05-10,Enterprise,6,False
STU00496,Student496,Last96,student496@learn.com,40,MX,2021-01-30,Monthly,16,False
STU00497,Student497,Last97,student497@learn.com,25,AU,2022-03-28,Free,3,True
STU00498,Student498,Last98,student498@learn.com,38,US,2022-12-23,Monthly,11,True
STU00499,Student499,Last99,student499@learn.com,45,BR,2022-05-09,Annual,13,True
STU00500,Student500,Last0,student500@learn.com,53,MX,2021-02-25,Free,6,False
